campaign_id,campaign_name,channel,date,impressions,clicks,conversions,cost,revenue,target_audience,region
CMP_001562,Q1 Promo,Instagram,2025-08-04 18:06:32.560854,3746,117,8,452.71,1023.07,Professionals (25-34),Europe
CMP_000625,Winter Awareness,Google Ads,2025-12-22 18:06:32.560854,8310,99,2,89.69,339.0,Seniors (45+),Europe
CMP_007032,Q2 Retargeting,Instagram,2025-08-25 18:06:32.560854,141707,7704,473,22761.86,34073.88,Professionals (25-34),Asia Pacific
CMP_006674,Q3 Retention,Google Ads,2025-05-09 18:06:32.560854,20927,1354,144,5283.83,25312.96,Adults (35-44),Europe
CMP_003297,Fall Conversion,Instagram,2025-12-31 18:06:32.560854,16053,1073,26,3178.17,2214.4,Professionals (25-34),Europe
CMP_002230,Q2 Launch,Facebook,2025-08-31 18:06:32.560854,1434,91,5,217.58,645.23,Adults (35-44),Europe
CMP_004422,Fall Conversion,Google Ads,2026-03-22 18:06:32.560854,8826,347,16,1471.18,705.41,Young Adults (18-24),Europe
CMP_000757,Winter Awareness,Instagram,2025-12-22 18:06:32.560854,84434,2518,182,4196.51,7261.55,Adults (35-44),Europe
CMP_004085,Q3 Retention,Google Ads,2025-07-27 18:06:32.560854,1853,58,1,252.78,108.02,Professionals (25-34),Latin America
CMP_004839,Winter Awareness,Email,2025-04-26 18:06:32.560854,2001,73,7,244.91,1001.72,Young Adults (18-24),Asia Pacific
CMP_005838,Winter Launch,Instagram,2025-10-14 18:06:32.560854,26584,853,92,1139.03,2536.98,Seniors (45+),Asia Pacific
CMP_007320,Winter Launch,Facebook,2026-03-21 18:06:32.560854,12102,803,35,2276.95,5984.55,Professionals (25-34),Europe
CMP_003405,Q1 Promo,Email,2026-01-28 18:06:32.560854,52548,3741,353,13060.45,48239.82,Seniors (45+),North America
CMP_004383,Q2 Retargeting,Facebook,2025-12-08 18:06:32.560854,1220,68,7,65.88,894.82,Young Adults (18-24),North America
CMP_006604,Q2 Retention,Google Ads,2026-02-13 18:06:32.560854,969,37,2,58.45,320.2,Professionals (25-34),North America
CMP_006475,Holiday Conversion,Instagram,2026-01-19 18:06:32.560854,2203,64,5,102.96,613.72,Seniors (45+),North America
CMP_003072,Winter Retargeting,Email,2025-12-19 18:06:32.560854,12055,296,28,1164.39,2650.59,Adults (35-44),North America
CMP_005764,Fall Conversion,Instagram,2025-07-06 18:06:32.560854,9839,309,9,1268.33,660.92,Seniors (45+),Latin America
CMP_001516,Q3 Retention,Instagram,2025-04-06 18:06:32.560854,2763,78,3,144.4,514.12,Seniors (45+),Asia Pacific
CMP_007015,Fall Conversion,Email,2025-11-15 18:06:32.560854,133204,1163,41,4683.89,6998.7,Seniors (45+),North America
CMP_000765,Q1 Promo,Instagram,2025-04-22 18:06:32.560854,5108,145,6,543.9,583.38,Adults (35-44),Europe
CMP_001883,Holiday Conversion,Email,2025-12-27 18:06:32.560854,8644,254,24,827.7,1875.06,Seniors (45+),Asia Pacific
CMP_002796,Winter Launch,Google Ads,2025-12-14 18:06:32.560854,1853,34,3,139.26,,Adults (35-44),North America
CMP_007689,Q3 Retention,Facebook,2025-09-03 18:06:32.560854,1720,104,3,380.31,502.37,Seniors (45+),Europe
CMP_007326,Holiday Conversion,Instagram,2025-07-16 18:06:32.560854,43803,603,19,2139.0,497.75,Young Adults (18-24),Latin America
CMP_001756,Q3 Retention,Email,2026-02-12 18:06:32.560854,5734,426,23,906.49,670.35,Adults (35-44),Europe
CMP_001260,Winter Launch,Facebook,2025-12-11 18:06:32.560854,2091,125,13,233.23,2306.9,Seniors (45+),Europe
CMP_004709,Fall Conversion,Instagram,2026-02-17 18:06:32.560854,10383,467,33,1495.7,4566.31,Professionals (25-34),Europe
CMP_003893,Winter Sale,Instagram,2026-01-08 18:06:32.560854,5423,130,12,104.14,329.97,Young Adults (18-24),Europe
CMP_001025,Q3 Retention,LinkedIn,2026-03-19 18:06:32.560854,33319,2565,232,5689.55,9532.66,Professionals (25-34),North America
CMP_003827,Q2 Launch,LinkedIn,2025-11-03 18:06:32.560854,9890,422,41,1520.58,7248.22,Seniors (45+),Europe
CMP_000753,Winter Awareness,Instagram,2025-12-25 18:06:32.560854,9619,314,9,319.42,1209.0,Adults (35-44),Latin America
CMP_001340,Fall Conversion,LinkedIn,2025-04-20 18:06:32.560854,9020,460,48,278.09,3632.67,Adults (35-44),Asia Pacific
CMP_006538,Q3 Retention,LinkedIn,2026-03-06 18:06:32.560854,12456,1026,88,3748.63,11505.47,Professionals (25-34),Asia Pacific
CMP_000352,Fall Conversion,Instagram,2026-02-26 18:06:32.560854,12152,147,3,209.7,238.78,Young Adults (18-24),Europe
CMP_002723,Fall Conversion,Facebook,2026-02-06 18:06:32.560854,8576,431,9,520.66,1264.81,Seniors (45+),Latin America
CMP_001563,Q2 Retention,Email,2026-02-06 18:06:32.560854,4672,217,5,600.65,555.43,Seniors (45+),Latin America
CMP_004267,Winter Launch,Email,2025-12-31 18:06:32.560854,4557,362,35,994.18,,Seniors (45+),Europe
CMP_001503,Winter Retargeting,Instagram,2025-04-17 18:06:32.560854,6683,621,33,554.92,3606.49,Seniors (45+),Latin America
CMP_003018,Fall Awareness,Google Ads,2025-10-11 18:06:32.560854,2169,125,6,389.83,213.86,Adults (35-44),Asia Pacific
CMP_001453,Winter Launch,Google Ads,2026-03-01 18:06:32.560854,8646,706,28,543.7,4442.38,Adults (35-44),North America
CMP_003132,Summer Promo,Facebook,2026-02-17 18:06:32.560854,3773,294,34,559.56,,Professionals (25-34),Latin America
CMP_000562,Winter Sale,Google Ads,2025-07-24 18:06:32.560854,11026,550,23,389.74,2083.12,Professionals (25-34),Europe
CMP_006136,Summer Conversion,LinkedIn,2025-05-31 18:06:32.560854,6277,179,19,245.99,794.31,Adults (35-44),Asia Pacific
CMP_004551,Summer Promo,Instagram,2026-03-17 18:06:32.560854,6338,280,17,1032.05,1614.61,Seniors (45+),North America
CMP_004161,Winter Awareness,Email,2025-11-19 18:06:32.560854,3554,80,8,278.0,734.26,Seniors (45+),Latin America
CMP_006552,Q3 Retention,Facebook,2025-11-21 18:06:32.560854,4662,257,7,1147.93,1179.46,Young Adults (18-24),Europe
CMP_002499,Winter Awareness,Email,2026-03-28 18:06:32.560854,3043,224,26,964.21,1270.67,Seniors (45+),Latin America
CMP_001812,Winter Awareness,LinkedIn,2026-02-02 18:06:32.560854,1767,65,6,121.07,288.52,Professionals (25-34),Asia Pacific
CMP_001048,Summer Promo,Email,2025-04-17 18:06:32.560854,44504,3394,152,12174.6,5560.31,Professionals (25-34),Asia Pacific
CMP_007941,Holiday Retention,Facebook,2025-09-26 18:06:32.560854,997,31,2,17.41,65.02,Young Adults (18-24),North America
CMP_004513,Holiday Conversion,Instagram,2025-05-25 18:06:32.560854,4667,252,28,731.69,2703.55,Professionals (25-34),North America
CMP_000415,Q2 Retargeting,LinkedIn,2025-12-26 18:06:32.560854,28511,1816,135,8066.81,3469.12,Professionals (25-34),Asia Pacific
CMP_006952,Q3 Retention,Instagram,2025-11-05 18:06:32.560854,4882,143,11,300.31,1653.65,Seniors (45+),Asia Pacific
CMP_004314,Q1 Promo,Facebook,2026-03-03 18:06:32.560854,11536,200,16,693.19,2302.48,Professionals (25-34),Asia Pacific
CMP_003735,Q3 Retention,Email,2025-08-09 18:06:32.560854,5623,291,14,138.72,2046.61,Young Adults (18-24),Latin America
CMP_001966,Q2 Retention,Instagram,2025-12-12 18:06:32.560854,2250,124,5,92.59,684.95,Adults (35-44),Latin America
CMP_005782,Winter Launch,Email,2025-10-11 18:06:32.560854,7559,634,32,2383.38,2837.49,Young Adults (18-24),Latin America
CMP_004378,Fall Conversion,Google Ads,2026-02-21 18:06:32.560854,21286,527,39,1437.93,1330.41,Adults (35-44),Europe
CMP_003922,Q3 Retention,Instagram,2025-10-10 18:06:32.560854,13581,962,32,985.65,1084.06,Professionals (25-34),North America
CMP_006773,Summer Conversion,Google Ads,2025-12-27 18:06:32.560854,8171,100,11,337.47,602.6,Seniors (45+),Asia Pacific
CMP_001408,Winter Launch,Email,2026-02-13 18:06:32.560854,2826,192,4,409.58,324.86,Professionals (25-34),North America
CMP_002373,Q2 Launch,LinkedIn,2026-01-13 18:06:32.560854,5373,214,9,632.17,1027.79,Adults (35-44),North America
CMP_006496,Q2 Retention,Instagram,2025-06-15 18:06:32.560854,3788,254,13,248.7,1040.46,Young Adults (18-24),Latin America
CMP_006966,Winter Sale,Instagram,2025-06-12 18:06:32.560854,20361,1562,147,3374.36,,Professionals (25-34),North America
CMP_007447,Spring Retargeting,LinkedIn,2025-12-03 18:06:32.560854,116353,6601,716,16765.28,64572.61,Adults (35-44),Asia Pacific
CMP_000843,Q2 Retention,LinkedIn,2025-07-08 18:06:32.560854,11750,424,35,1564.29,1624.15,Professionals (25-34),Asia Pacific
CMP_001147,Winter Launch,Instagram,2026-02-11 18:06:32.560854,35761,2660,182,3226.35,14060.8,Seniors (45+),Latin America
CMP_002288,Fall Conversion,Facebook,2025-09-13 18:06:32.560854,6302,74,3,81.35,,Seniors (45+),Latin America
CMP_001872,Q3 Retention,Facebook,2025-07-25 18:06:32.560854,3162,261,27,646.42,3197.33,Young Adults (18-24),Europe
CMP_006575,Winter Retargeting,Google Ads,2025-05-17 18:06:32.560854,568,21,1,20.72,166.69,Seniors (45+),Europe
CMP_001254,Fall Conversion,Instagram,2025-06-12 18:06:32.560854,11127,845,24,3055.98,2096.02,Seniors (45+),Europe
CMP_003686,Winter Launch,Facebook,2025-12-05 18:06:32.560854,961,52,2,104.14,166.18,Young Adults (18-24),Europe
CMP_001502,Winter Retargeting,Google Ads,2025-11-07 18:06:32.560854,10201,650,74,509.87,12945.94,Young Adults (18-24),North America
CMP_007286,Fall Awareness,Email,2025-11-15 18:06:32.560854,13537,665,35,1186.89,1107.21,Professionals (25-34),Latin America
CMP_002868,Winter Retargeting,Google Ads,2026-01-31 18:06:32.560854,12218,654,43,1205.81,1445.67,Young Adults (18-24),Asia Pacific
CMP_005649,Holiday Retention,LinkedIn,2025-12-24 18:06:32.560854,37379,2358,182,9977.64,17030.74,Seniors (45+),Latin America
CMP_006274,Winter Retargeting,LinkedIn,2025-11-30 18:06:32.560854,2133,117,9,377.82,951.11,Adults (35-44),Asia Pacific
CMP_000379,Holiday Retention,Google Ads,2026-02-15 18:06:32.560854,5550,249,7,1087.04,1140.38,Young Adults (18-24),Asia Pacific
CMP_004079,Winter Launch,LinkedIn,2026-02-03 18:06:32.560854,135798,8555,760,31876.79,74007.57,Adults (35-44),Europe
CMP_005453,Winter Sale,Facebook,2025-07-25 18:06:32.560854,3947,92,10,140.98,1652.22,Professionals (25-34),Latin America
CMP_004392,Fall Conversion,Facebook,2025-11-28 18:06:32.560854,7286,462,51,645.28,5596.6,Adults (35-44),Europe
CMP_001439,Summer Promo,LinkedIn,2025-07-19 18:06:32.560854,18982,1544,65,2604.78,5209.4,Adults (35-44),North America
CMP_006747,Spring Retargeting,Email,2026-01-09 18:06:32.560854,7670,72,6,191.29,258.98,Professionals (25-34),Asia Pacific
CMP_004241,Q2 Retargeting,Instagram,2026-01-08 18:06:32.560854,8803,380,28,696.0,1673.29,Seniors (45+),Asia Pacific
CMP_003195,Winter Awareness,Google Ads,2025-09-22 18:06:32.560854,36004,1151,97,2631.24,,Seniors (45+),North America
CMP_005318,Q2 Launch,Facebook,2026-03-23 18:06:32.560854,24086,991,52,3112.91,6694.61,Professionals (25-34),North America
CMP_004491,Winter Retargeting,Email,2025-08-15 18:06:32.560854,8652,347,10,1139.71,372.4,Adults (35-44),Latin America
CMP_002292,Q1 Promo,Google Ads,2025-08-23 18:06:32.560854,9537,616,41,1602.73,6726.79,Professionals (25-34),Latin America
CMP_007755,Holiday Retention,Google Ads,2025-08-09 18:06:32.560854,49406,2534,40,3057.27,4342.57,Seniors (45+),Latin America
CMP_004418,Winter Launch,Email,2025-04-16 18:06:32.560854,10318,529,17,712.26,3000.11,Adults (35-44),Asia Pacific
CMP_004897,Q3 Retention,LinkedIn,2025-06-23 18:06:32.560854,14481,914,49,3057.86,8458.29,Professionals (25-34),North America
CMP_001481,Fall Conversion,LinkedIn,2026-02-16 18:06:32.560854,9224,506,21,937.67,3351.94,Young Adults (18-24),Asia Pacific
CMP_004408,Summer Conversion,LinkedIn,2025-06-21 18:06:32.560854,4165,136,5,104.5,151.63,Young Adults (18-24),Europe
CMP_001923,Q1 Promo,Facebook,2025-12-22 18:06:32.560854,24470,1340,142,3533.36,25253.6,Seniors (45+),Asia Pacific
CMP_004933,Winter Retargeting,Email,2026-03-24 18:06:32.560854,7236,107,6,260.24,494.73,Adults (35-44),North America
CMP_006943,Spring Retargeting,Facebook,2026-01-07 18:06:32.560854,8074,138,11,617.13,481.35,Professionals (25-34),Europe
CMP_006061,Spring Retargeting,LinkedIn,2025-10-11 18:06:32.560854,15137,943,60,1373.91,5729.57,Professionals (25-34),Latin America
CMP_006781,Spring Retargeting,LinkedIn,2025-09-22 18:06:32.560854,4403,89,4,372.03,459.76,Adults (35-44),North America
CMP_004898,Q3 Retention,Instagram,2025-08-31 18:06:32.560854,7701,243,24,541.17,4153.18,Adults (35-44),North America
CMP_002406,Winter Retargeting,LinkedIn,2025-12-18 18:06:32.560854,13239,263,22,246.87,1678.91,Young Adults (18-24),Latin America
CMP_005063,Winter Awareness,Facebook,2025-11-15 18:06:32.560854,6173,457,10,464.99,882.89,Professionals (25-34),Asia Pacific
CMP_004751,Q3 Retention,LinkedIn,2025-09-17 18:06:32.560854,12894,451,36,1291.08,4086.58,Professionals (25-34),North America
CMP_006631,Fall Conversion,Instagram,2025-10-14 18:06:32.560854,25129,1164,94,1047.07,14530.23,Young Adults (18-24),Latin America
CMP_001176,Fall Conversion,LinkedIn,2025-11-27 18:06:32.560854,10244,485,54,865.73,4678.68,Young Adults (18-24),Asia Pacific
CMP_007337,Q2 Launch,Facebook,2025-05-02 18:06:32.560854,60691,2034,49,7782.84,2270.78,Adults (35-44),Asia Pacific
CMP_005867,Winter Awareness,Google Ads,2026-01-24 18:06:32.560854,7397,490,17,223.34,2034.32,Professionals (25-34),Latin America
CMP_003008,Holiday Launch,LinkedIn,2025-04-09 18:06:32.560854,27969,1101,41,1275.13,1856.48,Adults (35-44),Europe
CMP_006513,Fall Awareness,Instagram,2026-02-23 18:06:32.560854,15755,961,56,3534.52,5483.06,Young Adults (18-24),Europe
CMP_005202,Spring Retargeting,Google Ads,2026-03-29 18:06:32.560854,36722,3196,297,14284.38,22511.17,Seniors (45+),Europe
CMP_007933,Winter Awareness,Email,2025-12-15 18:06:32.560854,15704,608,54,2416.57,2514.08,Professionals (25-34),North America
CMP_007950,Q2 Retargeting,Instagram,2025-08-23 18:06:32.560854,9640,455,26,1478.31,1812.33,Young Adults (18-24),Latin America
CMP_000548,Winter Retargeting,Google Ads,2026-01-07 18:06:32.560854,2459,156,3,471.13,196.54,Professionals (25-34),Europe
CMP_005254,Holiday Conversion,LinkedIn,2025-05-20 18:06:32.560854,14916,1245,94,2257.35,3498.67,Seniors (45+),Latin America
CMP_006308,Fall Conversion,Google Ads,2025-09-27 18:06:32.560854,11755,360,18,1077.87,1069.82,Young Adults (18-24),Europe
CMP_005034,Q2 Launch,Instagram,2025-12-16 18:06:32.560854,2516,135,4,557.38,405.15,Seniors (45+),Latin America
CMP_004086,Fall Awareness,Google Ads,2025-05-07 18:06:32.560854,4942,187,17,512.68,1636.78,Professionals (25-34),Latin America
CMP_000173,Summer Promo,Instagram,2025-11-18 18:06:32.560854,901,51,2,160.52,321.55,Young Adults (18-24),Latin America
CMP_006208,Summer Promo,LinkedIn,2025-09-15 18:06:32.560854,15717,662,77,1858.07,5430.73,Young Adults (18-24),Asia Pacific
CMP_003690,Winter Launch,Google Ads,2025-04-13 18:06:32.560854,10195,173,13,673.48,1612.47,Adults (35-44),Latin America
CMP_002339,Fall Conversion,Facebook,2025-06-10 18:06:32.560854,56412,1485,38,3525.47,5921.2,Adults (35-44),North America
CMP_005062,Winter Launch,Google Ads,2026-03-14 18:06:32.560854,9108,498,10,2167.32,,Adults (35-44),Latin America
CMP_001657,Winter Retargeting,Facebook,2025-12-02 18:06:32.560854,9041,566,40,2451.5,,Professionals (25-34),Europe
CMP_002911,Q1 Promo,Email,2025-08-01 18:06:32.560854,34745,1953,76,8500.53,4069.73,Professionals (25-34),North America
CMP_007616,Q2 Retargeting,LinkedIn,2025-10-27 18:06:32.560854,1431,49,5,42.08,598.09,Young Adults (18-24),Asia Pacific
CMP_005550,Winter Awareness,LinkedIn,2025-06-17 18:06:32.560854,9727,187,21,744.93,1834.19,Seniors (45+),Europe
CMP_003957,Winter Sale,LinkedIn,2026-03-15 18:06:32.560854,4803,197,22,536.94,,Adults (35-44),North America
CMP_002880,Fall Conversion,Instagram,2025-07-12 18:06:32.560854,5083,279,33,274.12,2141.39,Young Adults (18-24),Latin America
CMP_001496,Fall Conversion,Google Ads,2026-01-06 18:06:32.560854,5520,252,22,1026.46,1024.47,,Asia Pacific
CMP_004307,Winter Launch,Facebook,2025-11-06 18:06:32.560854,31620,508,21,519.14,3181.1,Seniors (45+),Europe
CMP_006707,Holiday Retention,Facebook,2026-03-16 18:06:32.560854,17667,537,57,2303.12,8623.27,Professionals (25-34),Latin America
CMP_003461,Holiday Launch,Google Ads,2025-08-21 18:06:32.560854,10279,454,37,1154.0,2273.66,Young Adults (18-24),North America
CMP_001039,Q3 Retention,Google Ads,2025-05-10 18:06:32.560854,3945,314,4,562.97,305.37,Seniors (45+),Asia Pacific
CMP_000324,Fall Conversion,Instagram,2025-08-23 18:06:32.560854,692,25,1,60.0,91.51,Seniors (45+),Asia Pacific
CMP_004957,Winter Sale,Facebook,2025-09-23 18:06:32.560854,4667,104,2,242.0,181.97,Professionals (25-34),Europe
CMP_007239,Q1 Promo,LinkedIn,2026-01-04 18:06:32.560854,200,7,0,16.92,,Professionals (25-34),Asia Pacific
CMP_007244,Holiday Launch,Facebook,2025-11-25 18:06:32.560854,31223,1063,91,2501.46,12995.33,Professionals (25-34),Europe
CMP_004833,Winter Retargeting,Email,2025-12-30 18:06:32.560854,10060,500,57,1840.54,1568.96,Adults (35-44),Europe
CMP_003625,Holiday Retention,Google Ads,2025-08-10 18:06:32.560854,2977,182,16,309.81,2216.76,Seniors (45+),Europe
CMP_000894,Winter Awareness,Google Ads,2025-10-09 18:06:32.560854,11584,153,9,357.35,1359.34,Seniors (45+),Asia Pacific
CMP_002821,Winter Launch,Google Ads,2026-03-15 18:06:32.560854,18360,497,20,459.81,,Young Adults (18-24),Latin America
CMP_007157,Winter Sale,Instagram,2025-11-20 18:06:32.560854,19941,290,24,547.81,3053.73,Adults (35-44),North America
CMP_000325,Q3 Retention,LinkedIn,2026-03-22 18:06:32.560854,12685,626,24,1955.86,2726.11,Professionals (25-34),Asia Pacific
CMP_001216,Q2 Launch,Google Ads,2025-07-28 18:06:32.560854,6022,506,8,468.35,696.37,Adults (35-44),Latin America
CMP_007948,Summer Promo,Instagram,2026-01-23 18:06:32.560854,20979,1058,126,3804.24,10509.31,Young Adults (18-24),Europe
CMP_006401,Q2 Retargeting,LinkedIn,2026-01-10 18:06:32.560854,2417,148,7,335.38,547.13,Young Adults (18-24),Latin America
CMP_004588,Q3 Retention,LinkedIn,2025-06-15 18:06:32.560854,17607,834,35,3152.46,4647.7,,North America
CMP_007353,Q2 Retargeting,Facebook,2025-11-13 18:06:32.560854,14293,343,40,770.59,6470.5,Young Adults (18-24),Asia Pacific
CMP_005850,Summer Promo,Facebook,2025-11-16 18:06:32.560854,5911,327,30,1438.85,1827.71,Young Adults (18-24),North America
CMP_004005,Summer Conversion,Email,2025-06-24 18:06:32.560854,8247,96,9,168.14,602.95,Adults (35-44),North America
CMP_001130,Holiday Conversion,Google Ads,2025-08-14 18:06:32.560854,1469,32,1,105.94,27.69,Young Adults (18-24),Europe
CMP_005018,Q2 Retention,Facebook,2025-09-09 18:06:32.560854,3111,155,4,113.26,248.21,Seniors (45+),North America
CMP_002134,Winter Launch,Email,2025-11-23 18:06:32.560854,9706,89,8,248.96,1426.25,Young Adults (18-24),Europe
CMP_003239,Q2 Launch,Instagram,2025-12-21 18:06:32.560854,12020,262,3,594.42,286.68,Professionals (25-34),North America
CMP_000665,Winter Sale,LinkedIn,2025-05-30 18:06:32.560854,4047,188,3,621.7,442.5,Adults (35-44),Europe
CMP_001421,Q2 Retention,Google Ads,2025-09-07 18:06:32.560854,9880,340,35,781.99,3609.04,Seniors (45+),North America
CMP_002647,Spring Retargeting,LinkedIn,2026-03-22 18:06:32.560854,12080,399,31,825.14,1269.45,Young Adults (18-24),Latin America
CMP_000209,Q2 Launch,Facebook,2025-04-05 18:06:32.560854,52129,1565,37,3831.43,5834.38,Professionals (25-34),Asia Pacific
CMP_005022,Winter Launch,Google Ads,2025-10-22 18:06:32.560854,55516,1276,81,3802.36,14175.02,Adults (35-44),North America
CMP_000748,Summer Conversion,Instagram,2025-11-28 18:06:32.560854,2031,97,9,153.94,726.12,Professionals (25-34),North America
CMP_001672,Q1 Promo,Email,2026-03-03 18:06:32.560854,4390,393,9,887.37,1078.97,Adults (35-44),Latin America
CMP_000799,Q3 Retention,Google Ads,2026-01-14 18:06:32.560854,6222,238,27,658.13,836.74,Professionals (25-34),North America
CMP_000089,Fall Awareness,Instagram,2026-03-06 18:06:32.560854,788,29,2,129.44,278.67,Adults (35-44),Asia Pacific
CMP_000735,Winter Awareness,LinkedIn,2025-09-24 18:06:32.560854,1229,13,0,32.93,0.0,Adults (35-44),Latin America
CMP_001742,Q1 Promo,Google Ads,2026-01-24 18:06:32.560854,25213,1913,34,5192.34,5454.24,Adults (35-44),Latin America
CMP_006301,Winter Launch,Email,2026-02-07 18:06:32.560854,5218,126,14,419.71,1195.33,Professionals (25-34),Latin America
CMP_007457,Q3 Retention,Google Ads,2025-12-19 18:06:32.560854,19187,1418,93,929.0,,Adults (35-44),Europe
CMP_001175,Fall Awareness,Facebook,2025-12-27 18:06:32.560854,547,37,2,67.51,325.36,Young Adults (18-24),Asia Pacific
CMP_007371,Summer Promo,Google Ads,2026-01-07 18:06:32.560854,157364,13141,964,43742.43,42954.74,Adults (35-44),Asia Pacific
CMP_006697,Winter Launch,Facebook,2026-01-04 18:06:32.560854,51609,3279,244,5951.45,35225.33,Seniors (45+),Latin America
CMP_001154,Winter Awareness,Email,2026-01-09 18:06:32.560854,2298,93,7,363.69,582.72,Adults (35-44),Europe
CMP_000199,Q2 Launch,LinkedIn,2026-03-06 18:06:32.560854,35338,1879,195,5430.72,,Seniors (45+),Asia Pacific
CMP_002620,Winter Awareness,Facebook,2025-09-06 18:06:32.560854,12982,428,21,800.04,575.14,Young Adults (18-24),Europe
CMP_006599,Holiday Conversion,Email,2026-03-14 18:06:32.560854,3705,258,28,897.43,4128.17,Young Adults (18-24),Latin America
CMP_001098,Winter Awareness,Facebook,2025-07-12 18:06:32.560854,41715,986,81,3883.7,14247.72,Professionals (25-34),Latin America
CMP_000549,Fall Awareness,Email,2025-11-21 18:06:32.560854,2112,75,2,215.93,159.24,Professionals (25-34),Latin America
CMP_002664,Winter Sale,Email,2026-01-08 18:06:32.560854,1268,29,0,35.35,0.0,Young Adults (18-24),Asia Pacific
CMP_006738,Q1 Promo,Google Ads,2025-04-04 18:06:32.560854,40385,3127,242,10084.63,16326.98,Professionals (25-34),North America
CMP_002861,Fall Awareness,Facebook,2026-02-28 18:06:32.560854,18128,1492,55,1911.35,2131.43,Seniors (45+),Europe
CMP_004170,Holiday Retention,LinkedIn,2025-05-28 18:06:32.560854,9056,416,48,1828.15,5491.57,Adults (35-44),Latin America
CMP_001322,Fall Conversion,Email,2025-06-29 18:06:32.560854,3366,63,4,132.32,560.59,Young Adults (18-24),North America
CMP_005763,Holiday Launch,LinkedIn,2026-03-19 18:06:32.560854,18180,1085,122,507.89,21802.77,Adults (35-44),Latin America
CMP_005830,Q3 Retention,Facebook,2025-11-26 18:06:32.560854,11800,392,45,345.35,7918.59,Seniors (45+),Europe
CMP_001794,Q1 Promo,LinkedIn,2026-01-09 18:06:32.560854,191760,10027,253,9375.2,9911.51,Young Adults (18-24),North America
CMP_004592,Q2 Retargeting,Google Ads,2025-07-22 18:06:32.560854,15206,1095,32,2974.35,3718.99,Young Adults (18-24),North America
CMP_003814,Q3 Retention,Instagram,2025-12-20 18:06:32.560854,9396,358,25,607.2,3844.11,Adults (35-44),Asia Pacific
CMP_005285,Summer Conversion,Instagram,2025-10-31 18:06:32.560854,3915,86,3,321.82,99.14,Young Adults (18-24),Asia Pacific
CMP_004411,Q2 Launch,Instagram,2025-05-17 18:06:32.560854,1454,101,5,115.15,,Seniors (45+),Asia Pacific
CMP_007889,Fall Awareness,Instagram,2025-09-07 18:06:32.560854,44548,2872,82,7492.49,14214.06,Young Adults (18-24),Asia Pacific
CMP_005442,Holiday Launch,LinkedIn,2025-07-27 18:06:32.560854,7049,650,31,712.67,2646.07,Adults (35-44),Latin America
CMP_005220,Summer Conversion,Instagram,2025-05-06 18:06:32.560854,247,8,0,21.85,0.0,Seniors (45+),Europe
CMP_007372,Holiday Launch,Google Ads,2025-12-26 18:06:32.560854,7803,213,14,438.71,501.99,Adults (35-44),Europe
CMP_006788,Q2 Retargeting,Google Ads,2026-02-13 18:06:32.560854,83374,4107,249,2421.7,33757.71,Young Adults (18-24),Europe
CMP_004435,Fall Conversion,Email,2025-05-15 18:06:32.560854,49512,1451,56,5603.38,,Seniors (45+),Europe
CMP_003300,Q3 Retention,Facebook,2026-02-12 18:06:32.560854,37140,2279,51,7113.69,2829.47,Professionals (25-34),Europe
CMP_000938,Winter Awareness,Instagram,2026-03-12 18:06:32.560854,2449,34,2,98.87,272.36,Adults (35-44),Latin America
CMP_004662,Holiday Retention,LinkedIn,2025-12-18 18:06:32.560854,11498,644,22,704.44,2720.77,Adults (35-44),Europe
CMP_003095,Holiday Retention,Instagram,2025-07-13 18:06:32.560854,17401,1420,75,2877.11,3248.51,Professionals (25-34),North America
CMP_004512,Summer Promo,Instagram,2025-11-04 18:06:32.560854,10487,118,9,389.71,927.18,Seniors (45+),North America
CMP_003140,Q2 Launch,Instagram,2025-05-12 18:06:32.560854,5994,192,5,202.72,844.89,Adults (35-44),Latin America
CMP_003612,Winter Awareness,Instagram,2025-06-21 18:06:32.560854,21058,290,4,320.1,141.77,Young Adults (18-24),North America
CMP_005471,Holiday Retention,LinkedIn,2026-01-11 18:06:32.560854,16234,1508,168,5328.91,27431.86,Adults (35-44),Latin America
CMP_006762,Q1 Promo,Facebook,2025-06-29 18:06:32.560854,32214,1704,64,3709.34,5125.04,Young Adults (18-24),Europe
CMP_005772,Q2 Retargeting,LinkedIn,2026-01-21 18:06:32.560854,1334,50,5,68.89,128.58,Young Adults (18-24),Latin America
CMP_007097,Q2 Retargeting,Email,2026-02-20 18:06:32.560854,4015,277,26,870.51,4149.78,Seniors (45+),Europe
CMP_004104,Holiday Retention,Instagram,2025-07-06 18:06:32.560854,28397,336,5,446.72,495.8,Young Adults (18-24),Latin America
CMP_002482,Winter Sale,Instagram,2026-03-03 18:06:32.560854,2003,57,3,190.78,266.18,Young Adults (18-24),Latin America
CMP_005549,Fall Awareness,Facebook,2025-08-13 18:06:32.560854,14217,1188,134,1463.78,7867.23,Seniors (45+),Latin America
CMP_005467,Winter Sale,Google Ads,2026-02-05 18:06:32.560854,8174,556,62,1375.22,5938.26,Seniors (45+),Asia Pacific
CMP_007962,Fall Conversion,LinkedIn,2025-09-06 18:06:32.560854,24097,1555,62,1243.57,2200.0,Seniors (45+),Europe
CMP_000621,Holiday Retention,Instagram,2025-07-11 18:06:32.560854,13613,929,74,2179.78,6758.62,Professionals (25-34),Europe
